AH,AH_Max,AH_Min,Part,Part_Max,Part_Min,RI,RI_Max,RI_Min,Vis,Vis_Max,Vis_Min,WS,WS_Max,WS_Min,Temp,Temp_Max,Temp_Min,Temp_Diff,RH,Dist,WD,Hour,Freq,SC,Predicted_RF
4.765033149,5.16805199957731,4.44088575592262,0.0,0.0,0.0,0.0,0.0,0.0,15517.00048,16983.5722187914,15030.3227437291,0.286062196,0.400544751,0.269253196622394,8.910265298,9.42556132558006,8.56883322197356,-0.63,54.3736193639307,2012.580606,96.4777966577094,18,83500000000,0,11.335530567987314
8.659938261,9.04047129783672,8.20405661100335,0.0,0.0,0.0,0.0,0.0,0.0,58330.39802,63073.5823920874,56412.3345230753,0.187131983,0.483944224,0.178430913921748,11.44201351,11.9375457107674,10.5790272236868,0.55,84.1783115088788,2959.89006,87.296272355368,19,83500000000,0,2.990070999739572
4.639319118,4.70336723172154,4.6366956106543,0.0,0.0,0.0,0.0,0.0,0.0,6424.212137,6649.87952073329,6175.11607587235,0.575076033,1.98723674,0.558585340196163,0.059641451,0.0645279048965079,0.0569281989659542,0.4,95.2683609790929,4819.6798,90.1717025749466,23,83500000000,0,12.152357087562176
19.87453548,21.6890083488715,18.9223034698616,0.0,0.0,0.0,0.0,0.0,0.0,27645.96885,29654.7199548869,26872.0547439258,1.910557969,3.635905829,1.83376411102006,24.14034965,25.4247494268832,23.1019263697992,0.3,90.6119119897078,3969.679261,93.6299240284944,2,73500000000,0,10.104637498499057
18.16951089,18.941271277133,16.4044551087743,0.0,0.0,0.0,0.0,0.0,0.0,17462.60013,18149.1510806541,16035.7609833815,0.742401012,1.08869054,0.673546378789763,23.09974977,24.0346455622032,21.9327217787733,-0.5,87.8942250357228,2119.587133,86.1825711264567,23,73500000000,0,6.0078716480704
4.265714371,4.52699619586761,4.12830258134998,0.0,0.0,0.0,0.0,0.0,0.0,75004.84011,78870.9086165046,74443.2687254023,0.955077265,4.811213878,0.881875137377788,4.978217712,5.30348122389428,4.82124029574254,0.882,62.8590033205021,2019.232264,96.9491409105051,9,73500000000,0,11.187074653704414
6.256370949,6.28078163512136,6.21209271632991,0.0,0.0,0.0,0.0,0.0,0.0,5088.135256,5568.44866062433,5020.09078591901,1.316137701,2.770123721,1.21300168164972,10.08923082,11.0819340814265,9.37930750585344,-0.85,66.2275216109049,2583.710598,86.1730438682199,18,73500000000,0,9.242159556208252
16.47929895,16.8162393112392,15.487273643267,11.2176924,11.3759745430397,11.1663025169073,0.013077237,0.0143604992748498,0.0129095697035001,17921.96708,18622.3604964738,17039.5399297915,0.0,0.0,0.0,21.33540587,22.2066240898057,20.8504508133827,-0.76,88.2381286120037,2964.371903,43.4065191005774,9,83500000000,6,6.932491779842474
4.757394245,5.16314557962016,4.47098414531207,0.0,0.0,0.0,0.0,0.0,0.0,14013.29264,14728.7629547668,13534.4217893496,0.405590107,0.510898084,0.368849885205725,0.975422486,0.990417797984704,0.911003970900513,0.4,91.7440545546753,4827.999784,96.2278362882352,8,73500000000,0,12.034789852355338
6.441054196,6.64716535540857,5.98273956324776,0.0,0.0,0.0,0.0,0.0,0.0,28322.05462,30409.2411782839,27806.3508145974,2.048535208,6.055857098,1.92634523785836,16.61619608,16.7907856047565,15.4748548878472,-0.17,45.5689451311858,2589.061676,63.7069384488038,8,83500000000,0,12.34658884202108
11.6405254,12.5127333861634,10.8727109374243,7.031752329,7.0486584539207,6.41572240693832,0.0,0.0,0.0,35071.32228,38229.6040055459,32730.7369796254,0.0,1.650038462,0.0,17.49016832,17.7238190276808,16.2682764502784,-0.55,78.1513316569593,2021.393048,144.944534347269,14,73500000000,6,13.2271840524405
15.5131936,15.9340682430309,14.9970488652973,22.33461907,23.4091042582672,21.3671353700205,0.01274696,0.0138264374128663,0.0114975760946295,26781.32174,27212.1068789244,25763.9948332976,0.120297662,0.41045349,0.111728296586791,21.49179498,23.1175950074566,20.4072875879151,0.06,82.3161927048118,2962.098976,101.794297883547,11,73500000000,6,7.40797686131447
6.828937353,7.14868822023913,6.67759987560615,0.0,0.0,0.0,0.0,0.0,0.0,27358.07722,28782.008430011,26473.8468371483,0.0,1.070704991,0.0,7.873936312,7.98845669657959,7.691415360051,-0.4,83.2908409596074,4826.440361,81.9948823074826,6,73500000000,0,12.58259313332688
20.29652329,20.4597115710118,20.2787779663269,34.32925028,37.1711250363986,31.8808899286235,0.30898339,0.331677943451413,0.299137949523117,12581.61323,12978.0343925358,12164.1862147316,0.0,0.096573092,0.0,25.37617554,27.789079156443,24.300155847049,-0.39,86.3020887108027,2955.527311,92.4477426512903,16,83500000000,6,11.116980832106183
19.50390676,20.062675310585,18.0001292056202,0.0,0.0,0.0,0.0,0.0,0.0,15808.36998,16439.4053297384,15644.9215979235,1.579152577,4.02330402,1.46250123308284,27.15039142,27.8929493094029,27.0596506221089,-0.43,75.1167310018962,2114.815898,116.272476654175,10,83500000000,0,6.463652658116672
17.71778341,18.7227531606964,16.2383327692519,0.0,0.0,0.0,0.0,0.0,0.0,32504.57771,34647.250837203,29947.5979214933,0.387228489,1.66297179,0.376798759830205,22.95312309,25.0093519881933,21.0301685507239,-0.53,86.430795931626,2959.679724,88.8097385938189,22,83500000000,0,7.4814239062270795
6.49727395,6.96296507920988,6.07157343151429,18.26747511,19.5438311502212,17.4544027981449,0.0,0.0,0.0,73491.74015,74352.731953734,70752.5523165443,0.736103303,2.372772324,0.665669528728237,9.492792424,10.2249491040895,8.83813643019731,-0.11,71.4337690836218,4825.939292,85.0252453447795,14,73500000000,6,12.299665150945088
21.78713689,22.1943705578246,21.69443725726,0.0,0.0,0.0,0.0,0.0,0.0,18492.67122,19959.178544679,18113.5981629423,2.30399564,5.048995891,2.21995419598631,29.4695594,30.5547074266885,27.4460772130604,-0.3,73.8750978236693,3967.529495,91.2054914104184,16,83500000000,0,10.765269769633914
4.573096616,4.58748812002081,4.34140223449811,0.0,0.0,0.0,0.0,0.0,0.0,23342.60498,23827.2315056411,21195.848852599,0.391352817,1.083367053,0.354098821374146,8.527941861,9.34134864574077,7.92991177535731,0.69,53.4778596655353,2012.403016,91.4397928935837,11,73500000000,0,11.233337730204362
4.244669103,4.51811604977487,4.07736366958322,0.0,0.0,0.0,0.0,0.0,0.0,62786.62746,65017.1429559901,62459.6079838324,0.359638435,0.783659406,0.35943046759407,8.438260372,9.01396544078718,8.07299681522897,1.025,49.9238916696032,4820.878696,63.4177373382675,11,83500000000,0,11.776177417869189
18.24497443,19.0942238907274,17.8537644215939,0.0,0.0,0.0,0.0,0.0,0.0,28451.89034,29286.9159504967,27196.5354329371,0.0,0.244785112,0.0,26.8739972,27.0400244881103,26.2822196838309,0.5,71.3536701318327,2964.261769,175.606347006464,5,73500000000,0,9.107082755004344
8.653054524,9.38457611480727,7.80628036742781,0.0,0.0,0.0,0.0,0.0,0.0,21609.91568,23260.8188504108,19990.6435438275,0.545490783,0.792951907,0.513462441152093,15.83772114,16.3081204155645,14.4739550732102,-0.21,64.1619027888287,2589.176798,102.500735605813,20,73500000000,0,12.122328939818129
7.673889011,7.76409628236808,7.51098111669355,0.0,0.0,0.0,0.0,0.0,0.0,9272.975683,9498.41662366287,9044.35644408104,0.560708405,1.446923983,0.513115516114143,9.170421191,9.600006681237,8.95802913486377,-0.6,86.1223371976589,2585.585999,98.5427126729722,21,73500000000,0,8.123925982101198
20.75057698,21.9893888409539,19.5176374800409,7.047303017,7.4142772042351,6.45905837130855,0.0,0.0,0.0,27208.39446,27847.5944843559,26240.8176644659,1.1060139,2.977316599,1.08509699255193,26.81708168,29.3549235216307,25.6211356895244,0.43,81.4096718121787,3964.45164,23.9168119152809,5,73500000000,0,10.328395988617455
7.157094162,7.64986593849593,6.87003204121718,0.0,0.0,0.0,0.0,0.0,0.0,8663.189204,9053.85474097466,8479.73123861935,1.195940465,3.04032457,1.10720623323549,8.051000588,8.47430570186427,7.94437095368272,0.28,86.3022176791089,2584.226786,45.3026398054814,23,83500000000,0,10.805619348162793
6.857121447,6.88226838116974,6.62520985023853,9.825216186,10.7476864221496,9.43536028416301,0.0,0.0,0.0,75001.10899,79915.148898978,72554.6002731106,1.486584269,3.001189227,1.4157043725761,8.173325261,8.463919322038,7.8932889588323,0.0,82.0361780717176,4821.596044,155.955352719073,6,83500000000,6,12.756578869652602
