AH,Vis,Temp_Min,Vis_Min,Temp,Dist
4.765033149,15517.00048,8.56883322197356,15030.3227437291,8.910265298,2012.580606
8.659938261,58330.39802,10.5790272236868,56412.3345230753,11.44201351,2959.89006
4.639319118,6424.212137,0.0569281989659542,6175.11607587235,0.059641451,4819.6798
19.87453548,27645.96885,23.1019263697992,26872.0547439258,24.14034965,3969.679261
18.16951089,17462.60013,21.9327217787733,16035.7609833815,23.09974977,2119.587133
4.265714371,75004.84011,4.82124029574254,74443.2687254023,4.978217712,2019.232264
6.256370949,5088.135256,9.37930750585344,5020.09078591901,10.08923082,2583.710598
4.757394245,14013.29264,0.911003970900513,13534.4217893496,0.975422486,4827.999784
6.441054196,28322.05462,15.4748548878472,27806.3508145974,16.61619608,2589.061676
6.828937353,27358.07722,7.691415360051,26473.8468371483,7.873936312,4826.440361
19.50390676,15808.36998,27.0596506221089,15644.9215979235,27.15039142,2114.815898
17.71778341,32504.57771,21.0301685507239,29947.5979214933,22.95312309,2959.679724
21.78713689,18492.67122,27.4460772130604,18113.5981629423,29.4695594,3967.529495
4.573096616,23342.60498,7.92991177535731,21195.848852599,8.527941861,2012.403016
4.244669103,62786.62746,8.07299681522897,62459.6079838324,8.438260372,4820.878696
18.24497443,28451.89034,26.2822196838309,27196.5354329371,26.8739972,2964.261769
8.653054524,21609.91568,14.4739550732102,19990.6435438275,15.83772114,2589.176798
7.673889011,9272.975683,8.95802913486377,9044.35644408104,9.170421191,2585.585999
20.75057698,27208.39446,25.6211356895244,26240.8176644659,26.81708168,3964.45164
7.157094162,8663.189204,7.94437095368272,8479.73123861935,8.051000588,2584.226786
15.98388118,29455.31989,20.6456808780157,27631.1663463208,22.93888025,2955.678278
14.0674753,59492.175,22.56736378143,54948.5078858066,24.3652658,2964.908587
2.524678864,74999.57724,9.48271559168225,69909.5524880593,9.631368741,2021.536304
22.68379005,23582.78187,23.9613366623652,23456.6869675005,26.2807264,3966.372214
3.597556716,66183.77263,4.69629965063577,62726.6320738973,4.947350518,2014.867497
18.84602975,35977.22286,22.2544356253241,35021.7890722789,23.21413311,2115.850113
7.08141792,74997.00674,8.79155600113198,69723.2178449178,9.102782458,4820.271979
3.994530687,10459.22478,-1.73493144962926,9830.4986265925,-1.680976555,4824.744193
3.381882936,74995.47372,3.68304011136025,72880.7601063919,3.955383188,4825.481141
6.352968198,13573.95537,5.66501913033425,12406.7704467234,6.00189967,4821.640793
9.080126658,74991.46997,19.5042197867632,70313.8246951158,21.11848703,2018.741397
5.073539779,14290.11959,2.18677305214101,14252.4804209256,2.398806054,4826.864279
7.525399308,6739.395506,7.14240200311581,6676.18342060728,7.929062341,4821.685929
2.95258326,37183.66732,9.59001761396439,34643.1024698537,10.28618977,2016.950999
3.718400578,21305.26405,-2.36607270658951,20636.5955832228,-2.205222958,4823.910388
6.281808078,34009.63244,19.8501080146803,33913.120091294,21.29138363,2018.459679
3.494358938,74701.82251,-0.234912194413987,67641.6098765375,-0.215723559,4821.780126
6.069769834,27372.51245,11.4981649187281,25087.0379536566,11.74021683,2015.345664
6.351205568,39105.39874,5.01848098051588,35932.8615134859,5.403142008,4825.499901
3.097953865,68140.90257,-0.845167262791637,63942.5793699657,-0.821473571,4823.429401
21.25100306,12494.4749,27.7481583605727,11308.6725834203,29.70658735,3966.925189
2.942285735,75004.73295,8.17887121342978,71104.7771554418,8.213104627,4823.375236
7.351542447,38869.20948,18.3110652928986,35864.940701691,18.75613593,2021.234393
15.45716922,35892.87348,19.9317761543288,32926.3375047105,21.12457252,2955.157677
2.553958988,60550.33979,7.55523188185517,57152.472120087,8.201942585,2019.514055
18.27977712,48482.67974,25.1093238359913,43944.1466368086,26.02059102,2955.79545
21.97871991,14386.59529,27.8211077669958,12996.7783121288,29.46926058,3962.461808
5.813424479,72849.07371,5.94324038022968,69918.9202286803,5.96675117,4823.68697
4.707672581,20042.62723,5.66858234176643,19063.9778099346,6.003968247,2019.303485
5.302048056,75001.81887,4.0671836545022,70388.0504553605,4.303300331,4822.93077
2.177339117,74997.96369,10.7650537422174,71869.0008503104,11.42425288,2018.033218
4.565479099,46030.10849,1.78935390273188,42551.730763292,1.818339432,4826.973371
10.64763433,75003.73086,17.8216490453283,68196.8355725299,18.71961521,2018.253175
2.2525748,75004.02882,2.33498915165572,68409.612696581,2.346920551,2012.475941
5.04521027,7293.655894,4.13372448286505,6624.36388039081,4.239293972,2012.132544
9.47981387,1584.330388,11.2252120198436,1535.5814877572,11.9065276,2589.64
2.996257172,5075.276634,-6.52315367641546,4580.43227238163,-6.258868192,4825.552401
10.09612957,15212.91387,11.1235132153864,15033.0771936054,11.42018788,2019.228755
5.370329059,75000.59659,9.02303753325723,67614.0993727875,9.332633652,4822.838072
18.73501253,45678.91967,23.671153571646,43770.9917158716,26.24812997,3962.69254
6.047170481,25424.99017,15.4965025179321,24121.7317856378,15.60226772,2014.658165
20.07181721,14502.83636,23.4505750172352,13785.1368944643,25.18863079,2955.019143
5.038229319,12184.78522,1.18155297644292,11548.966369574,1.293719594,4818.33275
6.189224183,69959.15033,4.69061136025438,64686.1520937137,4.870095637,4820.33929
4.399423393,20858.9871,0.566428048924663,19313.6649213053,0.591024568,2016.698272
11.13169971,75004.69205,22.8303562518368,71173.1805911468,24.08795016,2957.692674
3.943796123,23876.65039,2.90248007657215,22891.7381203501,2.949963443,2021.173608
6.325687827,8686.749994,4.54617446343596,8461.49067215082,4.898087756,4819.521316
3.619585258,12117.9706,-1.9992936474919,11491.5562455802,-1.817589647,4827.784084
18.47790806,35800.29857,24.5542727182346,32244.5215688019,27.22327769,2964.229555
12.96038198,1946.045826,14.9740955418986,1813.86652547537,15.40135021,2592.086863
22.54783163,45347.08758,28.0806673861137,41526.4675530556,30.45520117,3969.26318
13.84090833,24581.80633,19.6658734878124,22723.9027415936,19.84762431,2959.55477
9.020791229,72712.836,14.272981810689,66197.2275472211,14.86991562,2013.608634
5.925557973,4305.829242,3.11573424814911,3898.5146332866,3.408287013,4821.297352
5.322377133,59284.88525,5.22193293385051,54433.2859814778,5.619359399,4822.931142
16.75021706,30687.81443,18.1468929527415,29116.2667692098,19.92306459,2956.692501
21.54364379,33182.84158,26.1760157360425,30682.1403261231,27.18940614,2955.025393
4.175214589,32763.27977,1.78006161908166,30725.2606767067,1.834447754,4824.540977
5.705562606,29860.45706,3.59826335386398,29800.2433778209,3.6439821,4820.772268
19.7607986,30818.08241,23.3331042244298,29894.3153924753,25.79439014,3964.717332
2.338950208,75004.69814,2.07805848757253,68258.8202566828,2.091244552,2012.509258
4.660230044,40542.33962,2.07502827986545,39565.7335644391,2.288884923,4819.791566
15.99218069,37809.10154,18.6349658380178,37087.107537652,19.52811841,2964.402871
18.1171088,63057.78756,20.8930710222308,62075.34606661,23.12470147,2117.144517
18.5435311,32538.14732,27.4516210628766,30100.8549114116,27.74233648,2117.152077
4.27839833,20045.79771,0.777355282447811,18660.6329472948,0.829927662,4824.756281
5.923135086,35175.33811,7.66345813393581,33550.3397156856,8.45484609,4825.382663
10.51825655,55595.9136,21.115611538447,51779.3827062023,22.76963777,2964.951586
